Time	Water column behaviour	Prey present	Prey abundance	Foraging behavior	Cons/Hetero	Cons/Hetero abundance	Direction	Comments
906.47	Gliding (G)							
906.50	Gliding (G)							
906.53	Gliding (G)							
906.57	Gliding (G)							
906.60	Gliding (G)							
906.63	Gliding (G)							
906.67	Gliding (G)							
906.70	Gliding (G)							
906.73	Gliding (G)							
906.77	Gliding (G)							
906.80	Gliding (G)							
906.83	Gliding (G)							
906.87	Gliding (G)							
906.90	Gliding (G)							
906.93	Gliding (G)							
906.97	Gliding (G)							
907.00	Gliding (G)							
907.03	Gliding (G)							
907.07	Gliding (G)							
907.10	Gliding (G)							
907.13	Gliding (G)							
907.17	Gliding (G)							
907.20	Gliding (G)							
907.23	Gliding (G)							
907.27	Gliding (G)							
907.30	Gliding (G)							
907.33	Gliding (G)							
907.37	Gliding (G)							
907.40	Gliding (G)							
907.43	Gliding (G)							
907.47	Gliding (G)							
907.50	Gliding (G)							
907.53	Gliding (G)							
907.57	Gliding (G)							
907.60	Gliding (G)							
907.63	Gliding (G)							
907.67	Gliding (G)							
907.70	Gliding (G)							
907.73	Gliding (G)							
907.77	Gliding (G)							
907.80	Gliding (G)							
907.83	Gliding (G)							
907.87	Gliding (G)							
907.90	Gliding (G)							
907.93	Gliding (G)							
907.97	Gliding (G)							
908.00	Gliding (G)							
908.03	Gliding (G)							
908.07	Gliding (G)							
908.10	Gliding (G)							
908.13	Gliding (G)							
908.17	Gliding (G)							
908.20	Gliding (G)							
908.23	Gliding (G)							
908.27	Gliding (G)							
908.30	Gliding (G)							
908.33	Gliding (G)							
908.37	Gliding (G)							
908.40	Gliding (G)							
908.43	Gliding (G)							
908.47	Gliding (G)							
908.50	Gliding (G)							
908.53	Gliding (G)							
908.57	Gliding (G)							
908.60	Gliding (G)							
908.63	Gliding (G)							
908.67	Gliding (G)							
908.70	Gliding (G)							
908.73	Gliding (G)							
908.77	Gliding (G)							
908.80	Gliding (G)							
908.83	Gliding (G)							
908.87	Gliding (G)							
908.90	Gliding (G)							
908.93	Gliding (G)							
908.97	Gliding (G)							
909.00	Gliding (G)							
909.03	Gliding (G)							
909.07	Gliding (G)							
909.10	Gliding (G)							
909.13	Flapping (F)							
909.17	Flapping (F)							
909.20	Flapping (F)							
909.23	Flapping (F)							
909.27	Flapping (F)							
909.30	Flapping (F)							
909.33	Flapping (F)							
909.37	Flapping (F)							
909.40	Flapping (F)							
909.43	Flapping (F)							
909.47	Flapping (F)							
909.50	Flapping (F)							
909.53	Flapping (F)							
909.57	Flapping (F)							
909.60	Flapping (F)							
909.63	Flapping (F)							
909.67	Flapping (F)							
909.70	Flapping (F)							
909.73	Flapping (F)							
909.77	Flapping (F)							
909.80	Flapping (F)							
909.83	Flapping (F)							
909.87	Flapping (F)							
909.90	Flapping (F)							
909.93	Flapping (F)							
909.97	Flapping (F)							
910.00	Flapping (F)							
910.03	Flapping (F)							
910.07	Flapping (F)							
910.10	Flapping (F)							
910.13	Gliding (G)							
910.17	Gliding (G)							
910.20	Gliding (G)							
910.23	Gliding (G)							
910.27	Gliding (G)							
910.30	Gliding (G)							
910.33	Gliding (G)							
910.37	Gliding (G)							
910.40	Gliding (G)							
910.43	Gliding (G)							
910.47	Gliding (G)							
910.50	Gliding (G)							
910.53	Gliding (G)							
910.57	Gliding (G)							
910.60	Gliding (G)							
910.63	Gliding (G)							
910.67	Gliding (G)							
910.70	Gliding (G)							
910.73	Gliding (G)							
910.77	Gliding (G)							
910.80	Gliding (G)							
910.83	Gliding (G)							
910.87	Gliding (G)							
910.90	Gliding (G)							
910.93	Gliding (G)							
910.97	Gliding (G)							
911.00	Gliding (G)							
911.03	Gliding (G)							
911.07	Gliding (G)							
911.10	Gliding (G)							
911.13	Gliding (G)							
911.17	Gliding (G)							
911.20	Gliding (G)							
911.23	Gliding (G)							
911.27	Gliding (G)							
911.30	Gliding (G)							
911.33	Gliding (G)							
911.37	Gliding (G)							
911.40	Gliding (G)							
911.43	Gliding (G)							
911.47	Gliding (G)							
911.50	Gliding (G)							
911.53	Gliding (G)							
911.57	Gliding (G)							
911.60	Gliding (G)							
911.63	Gliding (G)							
911.67	Gliding (G)							
911.70	Gliding (G)							
911.73	Gliding (G)							
911.77	Gliding (G)							
911.80	Gliding (G)							
911.83	Gliding (G)							
911.87	Gliding (G)							
911.90	Gliding (G)							
911.93	Gliding (G)							
911.97	Gliding (G)							
912.00	Gliding (G)							
912.03	Gliding (G)							
912.07	Gliding (G)							
912.10	Gliding (G)							
912.13	Gliding (G)							
912.17	Gliding (G)							
912.20	Gliding (G)							
912.23	Gliding (G)							
912.27	Gliding (G)							
912.30	Gliding (G)							
912.33	Gliding (G)							
912.37	Gliding (G)							
912.40	Gliding (G)							
912.43	Gliding (G)							
912.47	Gliding (G)							
912.50	Gliding (G)							
912.53	Gliding (G)							
912.57	Gliding (G)							
912.60	Gliding (G)							
912.63	Gliding (G)							
912.67	Gliding (G)							
912.70	Gliding (G)							
912.73	Gliding (G)							
912.77	Gliding (G)							
912.80	Gliding (G)							
912.83	Gliding (G)							
912.87	Gliding (G)							
912.90	Gliding (G)							
912.93	Gliding (G)							
912.97	Gliding (G)							
913.00	Gliding (G)							
913.03	Gliding (G)							
913.07	Gliding (G)							
913.10	Gliding (G)							
913.13	Gliding (G)							
913.17	Gliding (G)							
913.20	Gliding (G)							
913.23	Gliding (G)							
913.27	Gliding (G)							
913.30	Gliding (G)							
913.33	Gliding (G)							
913.37	Gliding (G)							
913.40	Gliding (G)							
913.43	Gliding (G)							
913.47	Gliding (G)							
913.50	Gliding (G)							
913.53	Gliding (G)							
913.57	Gliding (G)							
913.60	Gliding (G)							
913.63	Gliding (G)							
913.67	Gliding (G)							
913.70	Gliding (G)							
913.73	Gliding (G)							
913.77	Gliding (G)							
913.80	Gliding (G)							
913.83	Gliding (G)							
913.87	Gliding (G)							
913.90	Gliding (G)							
913.93	Gliding (G)							
913.97	Gliding (G)							
914.00	Gliding (G)							
914.03	Gliding (G)							
914.07	Gliding (G)							
914.10	Gliding (G)							
914.13	Gliding (G)							
914.17	Gliding (G)							
914.20	Gliding (G)							
914.23	Gliding (G)							
914.27	Gliding (G)							
914.30	Gliding (G)							
914.33	Gliding (G)							
914.37	Gliding (G)							
914.40	Gliding (G)							
914.43	Gliding (G)							
914.47	Gliding (G)							
914.50	Gliding (G)							
914.53	Gliding (G)							
914.57	Gliding (G)							
914.60	Gliding (G)							
914.63	Gliding (G)							
914.67	Gliding (G)							
914.70	Gliding (G)							
914.73	Gliding (G)							
914.77	Gliding (G)							
914.80	Gliding (G)							
914.83	Gliding (G)							
914.87	Gliding (G)							
914.90	Gliding (G)							
914.93	Gliding (G)							
914.97	Gliding (G)							
915.00	Gliding (G)							
915.03	Gliding (G)							
915.07	Gliding (G)							
915.10	Gliding (G)							
915.13	Gliding (G)							
915.17	Gliding (G)							
915.20	Gliding (G)							
915.23	Gliding (G)							
915.27	Gliding (G)							
915.30	Gliding (G)							
915.33	Gliding (G)							
915.37	Gliding (G)							
915.40	Gliding (G)							
915.43	Gliding (G)							
915.47	Gliding (G)							
915.50	Gliding (G)							
915.53	Gliding (G)							
915.57	Gliding (G)							
915.60	Gliding (G)							
915.63	Gliding (G)							
915.67	Gliding (G)							
915.70	Gliding (G)							
915.73	Gliding (G)							
915.77	Gliding (G)							
915.80	Gliding (G)							
915.83	Gliding (G)							
915.87	Gliding (G)							
915.90	Gliding (G)							
915.93	Gliding (G)							
915.97	Gliding (G)							
916.00	Gliding (G)							
916.03	Gliding (G)							
916.07	Gliding (G)							
916.10	Gliding (G)							
916.13	Gliding (G)							
916.17	Gliding (G)							
916.20	Gliding (G)							
916.23	Gliding (G)							
916.27	Flapping (F)							
916.30	Flapping (F)							
916.33	Flapping (F)							
916.37	Flapping (F)							
916.40	Flapping (F)							
916.43	Flapping (F)							
916.47	Flapping (F)							
916.50	Flapping (F)							
916.53	Flapping (F)							
916.57	Flapping (F)							
916.60	Flapping (F)							
916.63	Flapping (F)							
916.67	Flapping (F)							
916.70	Flapping (F)							
916.73	Flapping (F)							
916.77	Flapping (F)							
916.80	Flapping (F)							
916.83	Flapping (F)							
916.87	Flapping (F)							
916.90	Flapping (F)							
916.93	Flapping (F)							
916.97	Flapping (F)							
917.00	Flapping (F)							
917.03	Flapping (F)							
917.07	Flapping (F)							
917.10	Flapping (F)							
917.13	Flapping (F)							
917.17	Flapping (F)							
917.20	Flapping (F)							
917.23	Flapping (F)							
917.27	Flapping (F)							
917.30	Flapping (F)							
917.33	Flapping (F)							
917.37	Flapping (F)							
917.40	Flapping (F)							
917.43	Flapping (F)							
917.47	Flapping (F)							
917.50	Flapping (F)							
917.53	Flapping (F)							
917.57	Flapping (F)							
917.60	Flapping (F)							
917.63	Flapping (F)							
917.67	Flapping (F)							
917.70	Gliding (G)							
917.73	Gliding (G)							
917.77	Gliding (G)							
917.80	Gliding (G)							
917.83	Gliding (G)							
917.87	Gliding (G)							
917.90	Gliding (G)							
917.93	Gliding (G)							
917.97	Gliding (G)							
918.00	Gliding (G)							
918.03	Gliding (G)							
918.07	Gliding (G)							
918.10	Gliding (G)							
918.13	Gliding (G)							
918.17	Gliding (G)							
918.20	Gliding (G)							
918.23	Gliding (G)							
918.27	Gliding (G)							
918.30	Gliding (G)							
918.33	Gliding (G)							
918.37	Gliding (G)							
918.40	Gliding (G)							
918.43	Gliding (G)							
918.47	Gliding (G)							
918.50	Gliding (G)							
918.53	Gliding (G)							
918.57	Gliding (G)							
918.60	Gliding (G)							
918.63	Gliding (G)							
918.67	Gliding (G)							
918.70	Gliding (G)							
918.73	Gliding (G)							
918.77	Gliding (G)							
918.80	Gliding (G)							
918.83	Gliding (G)							
918.87	Gliding (G)							
918.90	Gliding (G)							
918.93	Gliding (G)							
918.97	Gliding (G)							
919.00	Gliding (G)							
919.03	Gliding (G)							
919.07	Gliding (G)							
919.10	Gliding (G)							
919.13	Gliding (G)							
919.17	Gliding (G)							
919.20	Gliding (G)							
919.23	Gliding (G)							
919.27	Gliding (G)							
919.30	Gliding (G)							
919.33	Gliding (G)							
919.37	Gliding (G)							
919.40	Gliding (G)							
919.43	Gliding (G)							
919.47	Gliding (G)							
919.50	Gliding (G)							
919.53	Gliding (G)							
919.57	Gliding (G)							
919.60	Gliding (G)							
919.63	Gliding (G)							
919.67	Gliding (G)							
919.70	Gliding (G)							
919.73	Gliding (G)							
919.77	Gliding (G)							
919.80	Gliding (G)							
919.83	Gliding (G)							
919.87	Gliding (G)							
919.90	Gliding (G)							
919.93	Gliding (G)							
919.97	Gliding (G)							
920.00	Gliding (G)							
920.03	Gliding (G)							
920.07	Gliding (G)							
920.10	Gliding (G)							
920.13	Gliding (G)							
920.17	Gliding (G)							
920.20	Gliding (G)							
920.23	Gliding (G)							
920.27	Gliding (G)							
920.30	Gliding (G)							
920.33	Gliding (G)							
920.37	Gliding (G)							
920.40	Gliding (G)							
920.43	Gliding (G)							
920.47	Gliding (G)							
920.50	Gliding (G)							
920.53	Gliding (G)							
920.57	Gliding (G)							
920.60	Gliding (G)							
920.63	Gliding (G)							
920.67	Gliding (G)							
920.70	Gliding (G)							
920.73	Gliding (G)							
920.77	Gliding (G)							
920.80	Gliding (G)							
920.83	Gliding (G)							
920.87	Gliding (G)							
920.90	Gliding (G)							
920.93	Gliding (G)							
920.97	Gliding (G)							
921.00	Gliding (G)							
921.03	Gliding (G)							
921.07	Gliding (G)							
921.10	Gliding (G)							
921.13	Gliding (G)							
921.17	Gliding (G)							
921.20	Gliding (G)							
921.23	Gliding (G)							
921.27	Flapping (F)							
921.30	Flapping (F)							
921.33	Flapping (F)							
921.37	Flapping (F)							
921.40	Flapping (F)							
921.43	Flapping (F)							
921.47	Flapping (F)							
921.50	Flapping (F)							
921.53	Flapping (F)							
921.57	Flapping (F)							
921.60	Flapping (F)							
921.63	Flapping (F)							
921.67	Flapping (F)							
921.70	Flapping (F)							
921.73	Flapping (F)							
921.77	Flapping (F)							
921.80	Flapping (F)							
921.83	Flapping (F)							
921.87	Flapping (F)							
921.90	Flapping (F)							
921.93	Flapping (F)							
921.97	Flapping (F)							
922.00	Flapping (F)							
922.03	Flapping (F)							
922.07	Flapping (F)							
922.10	Flapping (F)							
922.13	Flapping (F)							
922.17	Flapping (F)							
922.20	Flapping (F)							
922.23	Flapping (F)							
922.27	Flapping (F)							
922.30	Flapping (F)							
922.33	Flapping (F)							
922.37	Flapping (F)							
922.40	Flapping (F)							
922.43	Flapping (F)							
922.47	Flapping (F)							
922.50	Flapping (F)							
922.53	Flapping (F)							
922.57	Flapping (F)							
922.60	Flapping (F)							
922.63	Flapping (F)							
922.67	Gliding (G)							
922.70	Gliding (G)							
922.73	Gliding (G)							
922.77	Gliding (G)							
922.80	Gliding (G)							
922.83	Gliding (G)							
922.87	Gliding (G)							
922.90	Gliding (G)							
922.93	Gliding (G)							
922.97	Gliding (G)							
923.00	Gliding (G)							
923.03	Gliding (G)							
923.07	Gliding (G)							
923.10	Gliding (G)							
923.13	Gliding (G)							
923.17	Gliding (G)							
923.20	Gliding (G)							
923.23	Gliding (G)							
923.27	Gliding (G)							
923.30	Gliding (G)							
923.33	Gliding (G)							
923.37	Gliding (G)							
923.40	Gliding (G)							
923.43	Gliding (G)							
923.47	Gliding (G)							
923.50	Gliding (G)							
923.53	Gliding (G)							
923.57	Gliding (G)							
923.60	Gliding (G)							
923.63	Flapping (F)							
923.67	Flapping (F)							
923.70	Flapping (F)							
923.73	Flapping (F)							
923.77	Flapping (F)							
923.80	Flapping (F)							
923.83	Flapping (F)							
923.87	Flapping (F)							
923.90	Flapping (F)							
923.93	Flapping (F)							
923.97	Flapping (F)							
924.00	Flapping (F)							
924.03	Flapping (F)							
924.07	Flapping (F)							
924.10	Gliding (G)							
924.13	Gliding (G)							
924.17	Gliding (G)							
924.20	Gliding (G)							
924.23	Gliding (G)							
924.27	Gliding (G)							
924.30	Gliding (G)							
924.33	Gliding (G)							
924.37	Gliding (G)							
924.40	Gliding (G)							
924.43	Gliding (G)							
924.47	Gliding (G)							
924.50	Gliding (G)							
924.53	Gliding (G)							
924.57	Gliding (G)							
924.60	Gliding (G)							
924.63	Gliding (G)							
924.67	Flapping (F)							
924.70	Flapping (F)							
924.73	Flapping (F)							
924.77	Flapping (F)							
924.80	Flapping (F)							
924.83	Flapping (F)							
924.87	Flapping (F)							
924.90	Flapping (F)							
924.93	Flapping (F)							
924.97	Flapping (F)							
925.00	Flapping (F)							
925.03	Flapping (F)							
925.07	Flapping (F)							
925.10	Flapping (F)							
925.13	Flapping (F)							
925.17	Flapping (F)							
925.20	Flapping (F)							
925.23	Flapping (F)							
925.27	Flapping (F)							
925.30	Flapping (F)							
925.33	Flapping (F)							
925.37	Flapping (F)							
925.40	Flapping (F)							
925.43	Gliding (G)							
925.47	Gliding (G)							
925.50	Gliding (G)							
925.53	Gliding (G)							
925.57	Gliding (G)							
925.60	Gliding (G)							
925.63	Gliding (G)							
925.67	Gliding (G)							
925.70	Gliding (G)							
925.73	Gliding (G)							
925.77	Gliding (G)							
925.80	Gliding (G)							
925.83	Gliding (G)							
925.87	Gliding (G)							
925.90	Gliding (G)							
925.93	Gliding (G)							
925.97	Gliding (G)							
926.00	Gliding (G)							
926.03	Gliding (G)							
926.07	Gliding (G)							
926.10	Gliding (G)							
926.13	Gliding (G)							
926.17	Gliding (G)							
926.20	Gliding (G)							
926.23	Gliding (G)							
926.27	Gliding (G)							
926.30	Gliding (G)							
926.33	Gliding (G)							
926.37	Gliding (G)							
926.40	Gliding (G)							
926.43	Gliding (G)							
926.47	Gliding (G)							
926.50	Gliding (G)							
926.53	Gliding (G)							
926.57	Gliding (G)							
926.60	Gliding (G)							
926.63	Gliding (G)							
926.67	Gliding (G)							
926.70	Gliding (G)							
926.73	Gliding (G)							
926.77	Gliding (G)							
926.80	Gliding (G)							
926.83	Gliding (G)							
926.87	Gliding (G)							
926.90	Gliding (G)							
926.93	Gliding (G)							
926.97	Gliding (G)							
927.00	Gliding (G)							
927.03	Gliding (G)							
927.07	Gliding (G)							
927.10	Gliding (G)							
927.13	Gliding (G)							
927.17	Gliding (G)							
927.20	Gliding (G)							
927.23	Gliding (G)							
927.27	Gliding (G)							
927.30	Gliding (G)							
927.33	Gliding (G)							
927.37	Gliding (G)							
927.40	Gliding (G)							
927.43	Gliding (G)							
927.47	Gliding (G)							
927.50	Gliding (G)							
927.53	Gliding (G)							
927.57	Gliding (G)							
927.60	Gliding (G)							
927.63	Gliding (G)							
927.67	Gliding (G)							
927.70	Gliding (G)							
927.73	Gliding (G)							
927.77	Gliding (G)							
927.80	Gliding (G)							
927.83	Gliding (G)							
927.87	Gliding (G)							
927.90	Gliding (G)							
927.93	Gliding (G)							
927.97	Gliding (G)							
928.00	Gliding (G)							
928.03	Gliding (G)							
928.07	Gliding (G)							
928.10	Gliding (G)							
928.13	Gliding (G)							
928.17	Gliding (G)							
928.20	Gliding (G)							
928.23	Gliding (G)							
928.27	Gliding (G)							
928.30	Gliding (G)							
928.33	Gliding (G)							
928.37	Gliding (G)							
928.40	Gliding (G)							
928.43	Gliding (G)							
928.47	Gliding (G)							
928.50	Gliding (G)							
928.53	Gliding (G)							
928.57	Gliding (G)							
928.60	Gliding (G)							
928.63	Gliding (G)							
928.67	Gliding (G)							
928.70	Gliding (G)							
928.73	Gliding (G)							
928.77	Gliding (G)							
928.80	Gliding (G)							
928.83	Gliding (G)							
928.87	Gliding (G)							
928.90	Gliding (G)							
928.93	Gliding (G)							
928.97	Gliding (G)							
929.00	Gliding (G)							
929.03	Gliding (G)							
929.07	Gliding (G)							
929.10	Gliding (G)							
929.13	Gliding (G)							
929.17	Gliding (G)							
929.20	Gliding (G)							
929.23	Gliding (G)							
929.27	Gliding (G)							
929.30	Gliding (G)							
929.33	Gliding (G)							
929.37	Gliding (G)							
929.40	Gliding (G)							
929.43	Gliding (G)							
929.47	Gliding (G)							
929.50	Gliding (G)							
929.53	Gliding (G)							
929.57	Gliding (G)							
929.60	Gliding (G)							
929.63	Gliding (G)							
929.67	Gliding (G)							
929.70	Gliding (G)							
929.73	Gliding (G)							
929.77	Gliding (G)							
929.80	Gliding (G)							
929.83	Gliding (G)							
929.87	Gliding (G)							
929.90	Gliding (G)							
929.93	Gliding (G)							
929.97	Gliding (G)							
930.00	Gliding (G)							
930.03	Gliding (G)							
930.07	Gliding (G)							
930.10	Gliding (G)							
930.13	Gliding (G)							
930.17	Gliding (G)							
930.20	Gliding (G)							
930.23	Gliding (G)							
930.27	Gliding (G)							
930.30	Gliding (G)							
930.33	Gliding (G)							
930.37	Gliding (G)							
930.40	Gliding (G)							
930.43	Gliding (G)							
930.47	Gliding (G)							
930.50	Gliding (G)							
930.53	Gliding (G)							
930.57	Gliding (G)							
930.60	Gliding (G)							
930.63	Gliding (G)							
930.67	Gliding (G)							
930.70	Gliding (G)							
930.73	Gliding (G)							
930.77	Gliding (G)							
930.80	Gliding (G)							
930.83	Gliding (G)							
930.87	Gliding (G)							
930.90	Gliding (G)							
930.93	Gliding (G)							
930.97	Gliding (G)							
931.00	Gliding (G)							
931.03	Gliding (G)							
931.07	Gliding (G)							
931.10	Gliding (G)							
931.13	Gliding (G)							
931.17	Gliding (G)							
931.20	Gliding (G)							
931.23	Gliding (G)							
931.27	Gliding (G)							
931.30	Gliding (G)							
931.33	Gliding (G)							
931.37	Gliding (G)							
931.40	Gliding (G)							
931.43	Gliding (G)							
931.47	Gliding (G)							
931.50	Gliding (G)							
931.53	Gliding (G)							
931.57	Gliding (G)							
931.60	Gliding (G)							
931.63	Gliding (G)							
931.67	Gliding (G)							
931.70	Gliding (G)							
931.73	Gliding (G)							
931.77	Gliding (G)							
931.80	Gliding (G)							
931.83	Gliding (G)							
931.87	Gliding (G)							
931.90	Gliding (G)							
931.93	Gliding (G)							
931.97	Gliding (G)							
932.00	Gliding (G)							
932.03	Gliding (G)							
932.07	Gliding (G)							
932.10	Gliding (G)							
932.13	Gliding (G)							
932.17	Gliding (G)							
932.20	Gliding (G)							
932.23	Gliding (G)							
932.27	Gliding (G)							
932.30	Gliding (G)							
932.33	Gliding (G)							
932.37	Gliding (G)							
932.40	Gliding (G)							
932.43	Gliding (G)							
932.47	Gliding (G)							
932.50	Gliding (G)							
932.53	Gliding (G)							
932.57	Gliding (G)							
932.60	Gliding (G)							
932.63	Gliding (G)							
932.67	Gliding (G)							
932.70	Gliding (G)							
932.73	Gliding (G)							
932.77	Gliding (G)							
932.80	Gliding (G)							
932.83	Gliding (G)							
932.87	Gliding (G)							
932.90	Gliding (G)							
932.93	Gliding (G)							
932.97	Gliding (G)							
933.00	Gliding (G)							
933.03	Gliding (G)							
933.07	Gliding (G)							
933.10	Gliding (G)							
933.13	Gliding (G)							
933.17	Gliding (G)							
933.20	Gliding (G)							
933.23	Gliding (G)							
933.27	Gliding (G)							
933.30	Gliding (G)							
933.33	Gliding (G)							
933.37	Gliding (G)							
933.40	Gliding (G)							
933.43	Gliding (G)							
933.47	Gliding (G)							
933.50	Gliding (G)							
933.53	Gliding (G)							
933.57	Gliding (G)							
933.60	Gliding (G)							
933.63	Gliding (G)							
933.67	Gliding (G)							
933.70	Gliding (G)							
933.73	Gliding (G)							
933.77	Gliding (G)							
933.80	Gliding (G)							
933.83	Gliding (G)							
933.87	Gliding (G)							
933.90	Gliding (G)							
933.93	Gliding (G)							
933.97	Gliding (G)							
934.00	Gliding (G)							
934.03	Gliding (G)							
934.07	Gliding (G)							
934.10	Gliding (G)							
934.13	Gliding (G)							
934.17	Gliding (G)							
934.20	Gliding (G)							
934.23	Gliding (G)							
934.27	Gliding (G)							
934.30	Gliding (G)							
934.33	Gliding (G)							
934.37	Gliding (G)							
934.40	Flapping (F)							
934.43	Flapping (F)							
934.47	Flapping (F)							
934.50	Flapping (F)							
934.53	Flapping (F)							
934.57	Flapping (F)							
934.60	Flapping (F)							
934.63	Flapping (F)							
934.67	Flapping (F)							
934.70	Flapping (F)							
934.73	Flapping (F)							
934.77	Flapping (F)							
934.80	Flapping (F)							
934.83	Flapping (F)							
934.87	Flapping (F)							
934.90	Flapping (F)							
934.93	Flapping (F)							
934.97	Flapping (F)							
935.00	Flapping (F)							
935.03	Flapping (F)							
935.07	Flapping (F)							
935.10	Flapping (F)							
935.13	Flapping (F)							
935.17	Flapping (F)							
935.20	Flapping (F)							
935.23	Flapping (F)							
935.27	Flapping (F)							
935.30	Flapping (F)							
935.33	Flapping (F)							
935.37	Flapping (F)							
935.40	Flapping (F)							
935.43	Flapping (F)							
935.47	Flapping (F)							
935.50	Flapping (F)							
935.53	Flapping (F)							
935.57	Flapping (F)							
935.60	Flapping (F)							
935.63	Flapping (F)							
935.67	Flapping (F)							
935.70	Flapping (F)							
935.73	Flapping (F)							
935.77	Flapping (F)							
935.80	Flapping (F)							
935.83	Flapping (F)							
935.87	Flapping (F)							
935.90	Flapping (F)							
935.93	Flapping (F)							
935.97	Flapping (F)							
936.00	Flapping (F)							
936.03	Flapping (F)							
936.07	Flapping (F)							
936.10	Gliding (G)							
936.13	Gliding (G)							
936.17	Gliding (G)							
936.20	Gliding (G)							
936.23	Gliding (G)							
936.27	Gliding (G)							
936.30	Gliding (G)							
936.33	Gliding (G)							
936.37	Gliding (G)							
936.40	Gliding (G)							
936.43	Gliding (G)							
936.47	Gliding (G)							
936.50	Gliding (G)							
936.53	Gliding (G)							
936.57	Gliding (G)							
936.60	Gliding (G)							
936.63	Gliding (G)							
936.67	Gliding (G)							
936.70	Gliding (G)							
936.73	Gliding (G)							
936.77	Gliding (G)							
936.80	Gliding (G)							
936.83	Gliding (G)							
936.87	Gliding (G)							
936.90	Gliding (G)							
936.93	Gliding (G)							
936.97	Gliding (G)							
937.00	Gliding (G)							
937.03	Gliding (G)							
937.07	Gliding (G)							
937.10	Gliding (G)							
937.13	Gliding (G)							
937.17	Gliding (G)							
937.20	Gliding (G)							
937.23	Gliding (G)							
937.27	Gliding (G)							
937.30	Gliding (G)							
937.33	Gliding (G)							
937.37	Gliding (G)							
937.40	Gliding (G)							
937.43	Gliding (G)							
937.47	Gliding (G)							
937.50	Gliding (G)							
937.53	Gliding (G)							
937.57	Gliding (G)							
937.60	Gliding (G)							
937.63	Gliding (G)							
937.67	Gliding (G)							
937.70	Gliding (G)							
937.73	Flapping (F)							
937.77	Flapping (F)							
937.80	Flapping (F)							
937.83	Flapping (F)							
937.87	Flapping (F)							
937.90	Flapping (F)							
937.93	Flapping (F)							
937.97	Flapping (F)							
938.00	Flapping (F)							
938.03	Flapping (F)							
938.07	Flapping (F)							
938.10	Flapping (F)							
938.13	Flapping (F)							
938.17	Flapping (F)							
938.20	Flapping (F)							
938.23	Flapping (F)							
938.27	Flapping (F)							
938.30	Flapping (F)							
938.33	Flapping (F)							
938.37	Flapping (F)							
938.40	Flapping (F)							
938.43	Flapping (F)							
938.47	Flapping (F)							
938.50	Flapping (F)							
938.53	Flapping (F)							
938.57	Flapping (F)							
938.60	Flapping (F)							
938.63	Flapping (F)							
938.67	Flapping (F)							
938.70	Flapping (F)							
938.73	Flapping (F)							
938.77	Flapping (F)							
938.80	Flapping (F)							
938.83	Flapping (F)							
938.87	Flapping (F)							
938.90	Flapping (F)							
938.93	Flapping (F)							
938.97	Flapping (F)							
939.00	Flapping (F)							
939.03	Flapping (F)							
939.07	Flapping (F)							
939.10	Flapping (F)							
939.13	Flapping (F)							
939.17	Flapping (F)							
939.20	Flapping (F)							
939.23	Flapping (F)							
939.27	Flapping (F)							
939.30	Flapping (F)							
939.33	Flapping (F)							
939.37	Flapping (F)							
939.40	Flapping (F)							
939.43	Flapping (F)							
939.47	Flapping (F)							
939.50	Flapping (F)							
939.53	Flapping (F)							
939.57	Flapping (F)							
939.60	Flapping (F)							
939.63	Flapping (F)							
939.67	Flapping (F)							
939.70	Flapping (F)							
939.73	Flapping (F)							
939.77	Flapping (F)							
939.80	Flapping (F)							
939.83	Flapping (F)							
939.87	Flapping (F)							
939.90	Flapping (F)							
939.93	Flapping (F)							
939.97	Flapping (F)							
940.00	Flapping (F)							
940.03	Flapping (F)							
940.07	Flapping (F)							
940.10	Flapping (F)							
940.13	Flapping (F)							
940.17	Flapping (F)							
940.20	Flapping (F)							
940.23	Flapping (F)							
940.27	Flapping (F)							
940.30	Flapping (F)							
940.33	Flapping (F)							
940.37	Flapping (F)							
940.40	Flapping (F)							
940.43	Flapping (F)							
940.47	Flapping (F)							
940.50	Flapping (F)							
940.53	Flapping (F)							
940.57	Flapping (F)							
940.60	Flapping (F)							
940.63	Flapping (F)							
940.67	Flapping (F)							
940.70	Flapping (F)							
940.73	Flapping (F)							
940.77	Flapping (F)							
940.80	Flapping (F)							
940.83	Flapping (F)							
940.87	Flapping (F)							
940.90	Flapping (F)							
940.93	Flapping (F)							
940.97	Flapping (F)							
941.00	Flapping (F)							
941.03	Flapping (F)							
941.07	Flapping (F)							
941.10	Flapping (F)							
941.13	Flapping (F)							
941.17	Flapping (F)							
941.20	Flapping (F)							
941.23	Flapping (F)							
941.27	Flapping (F)							
941.30	Flapping (F)							
941.33	Flapping (F)							
941.37	Flapping (F)							
941.40	Flapping (F)							
941.43	Flapping (F)							
941.47	Flapping (F)							
941.50	Flapping (F)							
941.53	Flapping (F)							
941.57	Flapping (F)							
941.60	Flapping (F)							
941.63	Flapping (F)							
941.67	Flapping (F)							
941.70	Gliding (G)							
941.73	Gliding (G)							
941.77	Gliding (G)							
941.80	Gliding (G)							
941.83	Gliding (G)							
941.87	Gliding (G)							
941.90	Gliding (G)							
941.93	Gliding (G)							
941.97	Gliding (G)							
942.00	Gliding (G)							
942.03	Gliding (G)							
942.07	Gliding (G)							
942.10	Gliding (G)							
942.13	Gliding (G)							
942.17	Gliding (G)							
