Time	Water column behaviour	Prey present	Prey abundance	Foraging behavior	Cons/Hetero	Cons/Hetero abundance	Direction	Comments
278.17	Flapping (F)							
278.20	Flapping (F)							
278.23	Flapping (F)							
278.27	Flapping (F)							
278.30	Flapping (F)							
278.33	Flapping (F)							
278.37	Flapping (F)							
278.40	Flapping (F)							
278.43	Flapping (F)							
278.47	Flapping (F)							
278.50	Flapping (F)							
278.53	Flapping (F)							
278.57	Flapping (F)							
278.60	Flapping (F)							
278.63	Flapping (F)							
278.67	Flapping (F)							
278.70	Flapping (F)							
278.73	Flapping (F)							
278.77	Flapping (F)							
278.80	Flapping (F)							
278.83	Flapping (F)							
278.87	Flapping (F)							
278.90	Flapping (F)							
278.93	Flapping (F)							
278.97	Flapping (F)							
279.00	Flapping (F)							
279.03	Flapping (F)							
279.07	Flapping (F)							
279.10	Flapping (F)							
279.13	Flapping (F)							
279.17	Flapping (F)							
279.20	Flapping (F)							
279.23	Flapping (F)							
279.27	Flapping (F)							
279.30	Flapping (F)							
279.33	Flapping (F)							
279.37	Flapping (F)							
279.40	Flapping (F)							
279.43	Flapping (F)							
279.47	Flapping (F)							
279.50	Flapping (F)							
279.53	Flapping (F)							
279.57	Flapping (F)							
279.60	Flapping (F)							
279.63	Flapping (F)							
279.67	Flapping (F)							
279.70	Flapping (F)							
279.73	Flapping (F)							
279.77	Flapping (F)							
279.80	Flapping (F)							
279.83	Flapping (F)							
279.87	Flapping (F)							
279.90	Flapping (F)							
279.93	Flapping (F)							
279.97	Flapping (F)							
280.00	Flapping (F)							
280.03	Flapping (F)							
280.07	Flapping (F)							
280.10	Flapping (F)							
280.13	Flapping (F)							
280.17	Flapping (F)							
280.20	Flapping (F)							
280.23	Flapping (F)							
280.27	Flapping (F)							
280.30	Flapping (F)							
280.33	Flapping (F)							
280.37	Flapping (F)							
280.40	Flapping (F)							
280.43	Flapping (F)							
280.47	Flapping (F)							
280.50	Flapping (F)							
280.53	Flapping (F)							
280.57	Flapping (F)							
280.60	Flapping (F)							
280.63	Flapping (F)							
280.67	Flapping (F)							
280.70	Flapping (F)							
280.73	Flapping (F)							
280.77	Flapping (F)							
280.80	Flapping (F)							
280.83	Flapping (F)							
280.87	Flapping (F)							
280.90	Flapping (F)							
280.93	Flapping (F)							
280.97	Flapping (F)							
281.00	Flapping (F)							
281.03	Flapping (F)							
281.07	Flapping (F)							
281.10	Flapping (F)							
281.13	Flapping (F)							
281.17	Flapping (F)							
281.20	Flapping (F)							
281.23	Flapping (F)							
281.27	Flapping (F)							
281.30	Flapping (F)							
281.33	Flapping (F)							
281.37	Flapping (F)							
281.40	Flapping (F)							
281.43	Flapping (F)							
281.47	Flapping (F)							
281.50	Flapping (F)							
281.53	Flapping (F)							
281.57	Flapping (F)							
281.60	Flapping (F)							
281.63	Flapping (F)							
281.67	Flapping (F)							
281.70	Flapping (F)							
281.73	Flapping (F)							
281.77	Flapping (F)							
281.80	Flapping (F)							
281.83	Flapping (F)							
281.87	Flapping (F)							
281.90	Flapping (F)							
281.93	Flapping (F)							
281.97	Flapping (F)							
282.00	Flapping (F)							
282.03	Flapping (F)							
282.07	Flapping (F)							
282.10	Flapping (F)							
282.13	Flapping (F)							
282.17	Flapping (F)							
282.20	Flapping (F)							
282.23	Flapping (F)							
282.27	Flapping (F)							
282.30	Flapping (F)							
282.33	Flapping (F)							
282.37	Flapping (F)							
282.40	Flapping (F)							
282.43	Flapping (F)							
282.47	Flapping (F)							
282.50	Flapping (F)							
282.53	Flapping (F)							
282.57	Flapping (F)							
282.60	Flapping (F)							
282.63	Flapping (F)							
282.67	Flapping (F)							
282.70	Flapping (F)							
282.73	Flapping (F)							
282.77	Flapping (F)							
282.80	Flapping (F)							
282.83	Flapping (F)							
282.87	Flapping (F)							
282.90	Flapping (F)							
282.93	Flapping (F)							
282.97	Flapping (F)							
283.00	Flapping (F)							
283.03	Flapping (F)							
283.07	Flapping (F)							
283.10	Flapping (F)							
283.13	Flapping (F)							
283.17	Flapping (F)							
283.20	Flapping (F)							
283.23	Flapping (F)							
283.27	Flapping (F)							
283.30	Flapping (F)							
283.33	Flapping (F)							
283.37	Flapping (F)							
283.40	Flapping (F)							
283.43	Flapping (F)							
283.47	Flapping (F)							
283.50	Flapping (F)							
283.53	Flapping (F)							
283.57	Flapping (F)							
283.60	Flapping (F)							
283.63	Flapping (F)							
283.67	Flapping (F)							
283.70	Flapping (F)							
283.73	Flapping (F)							
283.77	Flapping (F)							
283.80	Flapping (F)							
283.83	Flapping (F)							
283.87	Flapping (F)							
283.90	Flapping (F)							
283.93	Flapping (F)							
283.97	Flapping (F)							
284.00	Flapping (F)							
284.03	Flapping (F)							
284.07	Flapping (F)							
284.10	Flapping (F)							
284.13	Flapping (F)							
284.17	Flapping (F)							
284.20	Flapping (F)							
284.23	Flapping (F)							
284.27	Flapping (F)							
284.30	Flapping (F)							
284.33	Flapping (F)							
284.37	Flapping (F)							
284.40	Flapping (F)							
284.43	Flapping (F)							
284.47	Flapping (F)							
284.50	Flapping (F)							
284.53	Flapping (F)							
284.57	Flapping (F)							
284.60	Flapping (F)							
284.63	Flapping (F)							
284.67	Flapping (F)							
284.70	Flapping (F)							
284.73	Flapping (F)							
284.77	Flapping (F)							
284.80	Flapping (F)							
284.83	Flapping (F)							
284.87	Flapping (F)							
284.90	Flapping (F)							
284.93	Flapping (F)							
284.97	Flapping (F)							
285.00	Flapping (F)							
285.03	Flapping (F)							
285.07	Flapping (F)							
285.10	Flapping (F)							
285.13	Flapping (F)							
285.17	Flapping (F)							
285.20	Flapping (F)							
285.23	Flapping (F)							
285.27	Flapping (F)							
285.30	Flapping (F)							
285.33	Flapping (F)							
285.37	Flapping (F)							
285.40	Flapping (F)							
285.43	Flapping (F)							
285.47	Flapping (F)							
285.50	Flapping (F)							
285.53	Flapping (F)							
285.57	Flapping (F)							
285.60	Flapping (F)							
285.63	Flapping (F)							
285.67	Flapping (F)							
285.70	Flapping (F)							
285.73	Flapping (F)							
285.77	Flapping (F)							
285.80	Flapping (F)							
285.83	Flapping (F)							
285.87	Flapping (F)							
285.90	Flapping (F)							
285.93	Flapping (F)							
285.97	Flapping (F)							
286.00	Flapping (F)							
286.03	Flapping (F)							
286.07	Flapping (F)							
286.10	Flapping (F)							
286.13	Flapping (F)							
286.17	Flapping (F)							
286.20	Flapping (F)							
286.23	Flapping (F)							
286.27	Flapping (F)							
286.30	Flapping (F)							
286.33	Flapping (F)							
286.37	Flapping (F)							
286.40	Flapping (F)							
286.43	Flapping (F)							
286.47	Flapping (F)							
286.50	Flapping (F)							
286.53	Flapping (F)							
286.57	Flapping (F)							
286.60	Flapping (F)							
286.63	Flapping (F)							
286.67	Flapping (F)							
286.70	Flapping (F)							
286.73	Flapping (F)							
286.77	Flapping (F)							
286.80	Flapping (F)							
286.83	Flapping (F)							
286.87	Flapping (F)							
286.90	Flapping (F)							
286.93	Flapping (F)							
286.97	Flapping (F)							
287.00	Flapping (F)							
287.03	Flapping (F)							
287.07	Flapping (F)							
287.10	Flapping (F)							
287.13	Flapping (F)							
287.17	Flapping (F)							
287.20	Flapping (F)							
287.23	Flapping (F)							
287.27	Flapping (F)							
287.30	Flapping (F)							
287.33	Flapping (F)							
287.37	Flapping (F)							
287.40	Flapping (F)							
287.43	Flapping (F)							
287.47	Flapping (F)							
287.50	Flapping (F)							
287.53	Flapping (F)							
287.57	Flapping (F)							
287.60	Flapping (F)							
287.63	Flapping (F)							
287.67	Flapping (F)							
287.70	Flapping (F)							
287.73	Flapping (F)							
287.77	Flapping (F)							
287.80	Flapping (F)							
287.83	Flapping (F)							
287.87	Flapping (F)							
287.90	Flapping (F)							
287.93	Flapping (F)							
287.97	Flapping (F)							
288.00	Flapping (F)							
288.03	Flapping (F)							
288.07	Flapping (F)							
288.10	Flapping (F)							
288.13	Flapping (F)							
288.17	Flapping (F)							
288.20	Flapping (F)							
288.23	Flapping (F)							
288.27	Flapping (F)							
288.30	Flapping (F)							
288.33	Flapping (F)							
288.37	Flapping (F)							
288.40	Flapping (F)							
288.43	Flapping (F)							
288.47	Flapping (F)							
288.50	Flapping (F)							
288.53	Flapping (F)							
288.57	Flapping (F)							
288.60	Flapping (F)							
288.63	Flapping (F)							
288.67	Flapping (F)							
288.70	Flapping (F)							
288.73	Flapping (F)							
288.77	Flapping (F)							
288.80	Flapping (F)							
288.83	Flapping (F)							
288.87	Flapping (F)							
288.90	Flapping (F)							
288.93	Flapping (F)							
288.97	Flapping (F)							
289.00	Flapping (F)							
289.03	Flapping (F)							
289.07	Flapping (F)							
289.10	Flapping (F)							
289.13	Flapping (F)							
289.17	Flapping (F)							
289.20	Flapping (F)							
289.23	Flapping (F)							
289.27	Flapping (F)							
289.30	Flapping (F)							
289.33	Flapping (F)							
289.37	Flapping (F)							
289.40	Flapping (F)							
289.43	Flapping (F)							
289.47	Flapping (F)							
289.50	Flapping (F)							
289.53	Flapping (F)							
289.57	Gliding (G)							
289.60	Gliding (G)							
289.63	Gliding (G)							
289.67	Gliding (G)							
289.70	Gliding (G)							
289.73	Gliding (G)							
289.77	Gliding (G)							
289.80	Gliding (G)							
289.83	Gliding (G)							
289.87	Gliding (G)							
289.90	Gliding (G)							
289.93	Gliding (G)							
289.97	Gliding (G)							
290.00	Gliding (G)							
290.03	Gliding (G)							
290.07	Gliding (G)							
290.10	Gliding (G)							
290.13	Gliding (G)							
290.17	Flapping (F)							
290.20	Flapping (F)							
290.23	Flapping (F)							
290.27	Flapping (F)							
290.30	Flapping (F)							
290.33	Flapping (F)							
290.37	Flapping (F)							
290.40	Flapping (F)							
290.43	Flapping (F)							
290.47	Flapping (F)							
290.50	Flapping (F)							
290.53	Flapping (F)							
290.57	Flapping (F)							
290.60	Flapping (F)							
290.63	Flapping (F)							
290.67	Flapping (F)							
290.70	Flapping (F)							
290.73	Flapping (F)							
290.77	Flapping (F)							
290.80	Flapping (F)							
290.83	Flapping (F)							
290.87	Flapping (F)							
290.90	Flapping (F)							
290.93	Flapping (F)							
290.97	Flapping (F)							
291.00	Flapping (F)							
291.03	Flapping (F)							
291.07	Flapping (F)							
291.10	Flapping (F)							
291.13	Flapping (F)							
291.17	Flapping (F)							
291.20	Flapping (F)							
291.23	Flapping (F)							
291.27	Flapping (F)							
291.30	Flapping (F)							
291.33	Flapping (F)							
291.37	Flapping (F)							
291.40	Flapping (F)							
291.43	Flapping (F)							
291.47	Flapping (F)							
291.50	Flapping (F)							
291.53	Flapping (F)							
291.57	Flapping (F)							
291.60	Flapping (F)							
291.63	Flapping (F)							
291.67	Flapping (F)							
291.70	Flapping (F)							
291.73	Flapping (F)							
291.77	Flapping (F)							
291.80	Flapping (F)							
291.83	Flapping (F)							
291.87	Flapping (F)							
291.90	Flapping (F)							
291.93	Flapping (F)							
291.97	Flapping (F)							
292.00	Flapping (F)							
292.03	Flapping (F)							
292.07	Flapping (F)							
292.10	Flapping (F)							
292.13	Flapping (F)							
292.17	Flapping (F)							
292.20	Flapping (F)							
292.23	Flapping (F)							
292.27	Flapping (F)							
292.30	Flapping (F)							
292.33	Flapping (F)							
292.37	Flapping (F)							
292.40	Flapping (F)							
292.43	Flapping (F)							
292.47	Flapping (F)							
292.50	Flapping (F)							
292.53	Flapping (F)							
292.57	Flapping (F)							
292.60	Flapping (F)							
292.63	Flapping (F)							
292.67	Flapping (F)							
292.70	Flapping (F)							
292.73	Flapping (F)							
292.77	Flapping (F)							
292.80	Flapping (F)							
292.83	Flapping (F)							
292.87	Flapping (F)							
292.90	Flapping (F)							
292.93	Flapping (F)							
292.97	Flapping (F)							
293.00	Flapping (F)							
293.03	Flapping (F)							
293.07	Flapping (F)							
293.10	Flapping (F)							
293.13	Flapping (F)							
293.17	Flapping (F)							
293.20	Flapping (F)							
293.23	Flapping (F)							
293.27	Flapping (F)							
293.30	Flapping (F)							
293.33	Flapping (F)							
293.37	Flapping (F)							
293.40	Flapping (F)							
293.43	Flapping (F)							
293.47	Flapping (F)							
293.50	Flapping (F)							
293.53	Flapping (F)							
293.57	Flapping (F)							
293.60	Flapping (F)							
293.63	Flapping (F)							
293.67	Flapping (F)							
293.70	Flapping (F)							
293.73	Flapping (F)							
293.77	Flapping (F)							
293.80	Flapping (F)							
293.83	Flapping (F)							
293.87	Flapping (F)							
293.90	Flapping (F)							
293.93	Flapping (F)							
293.97	Flapping (F)							
294.00	Flapping (F)							
294.03	Flapping (F)							
294.07	Flapping (F)							
294.10	Flapping (F)							
294.13	Flapping (F)							
294.17	Flapping (F)							
294.20	Flapping (F)							
294.23	Flapping (F)							
294.27	Flapping (F)							
294.30	Flapping (F)							
294.33	Flapping (F)							
294.37	Flapping (F)							
294.40	Flapping (F)							
294.43	Flapping (F)							
294.47	Flapping (F)							
294.50	Flapping (F)							
294.53	Flapping (F)							
294.57	Flapping (F)							
294.60	Flapping (F)							
294.63	Flapping (F)							
294.67	Flapping (F)							
294.70	Flapping (F)							
294.73	Flapping (F)							
294.77	Flapping (F)							
294.80	Flapping (F)							
294.83	Flapping (F)							
294.87	Flapping (F)							
294.90	Flapping (F)							
294.93	Flapping (F)							
294.97	Flapping (F)							
295.00	Flapping (F)							
295.03	Flapping (F)							
295.07	Flapping (F)							
295.10	Flapping (F)							
295.13	Flapping (F)							
295.17	Flapping (F)							
295.20	Flapping (F)							
295.23	Flapping (F)							
295.27	Flapping (F)							
295.30	Flapping (F)							
295.33	Flapping (F)							
295.37	Flapping (F)							
295.40	Flapping (F)							
295.43	Flapping (F)							
295.47	Flapping (F)							
295.50	Flapping (F)							
295.53	Flapping (F)							
295.57	Flapping (F)							
295.60	Flapping (F)							
295.63	Flapping (F)							
295.67	Flapping (F)							
295.70	Flapping (F)							
295.73	Flapping (F)							
295.77	Flapping (F)							
295.80	Flapping (F)							
295.83	Flapping (F)							
295.87	Flapping (F)							
295.90	Flapping (F)							
295.93	Flapping (F)							
295.97	Flapping (F)							
296.00	Flapping (F)							
296.03	Flapping (F)							
296.07	Flapping (F)							
296.10	Flapping (F)							
296.13	Flapping (F)							
296.17	Flapping (F)							
296.20	Flapping (F)							
296.23	Flapping (F)							
296.27	Flapping (F)							
296.30	Flapping (F)							
296.33	Flapping (F)							
296.37	Flapping (F)							
296.40	Flapping (F)							
296.43	Flapping (F)							
296.47	Flapping (F)							
296.50	Flapping (F)							
296.53	Flapping (F)							
296.57	Flapping (F)							
296.60	Flapping (F)							
296.63	Flapping (F)							
296.67	Flapping (F)							
296.70	Flapping (F)							
296.73	Flapping (F)							
296.77	Flapping (F)							
296.80	Flapping (F)							
296.83	Flapping (F)							
296.87	Flapping (F)							
296.90	Flapping (F)							
296.93	Flapping (F)							
296.97	Flapping (F)							
297.00	Flapping (F)							
297.03	Flapping (F)							
297.07	Flapping (F)							
297.10	Flapping (F)							
297.13	Flapping (F)							
297.17	Flapping (F)							
297.20	Flapping (F)							
297.23	Flapping (F)							
297.27	Flapping (F)							
297.30	Flapping (F)							
297.33	Flapping (F)							
297.37	Flapping (F)							
297.40	Flapping (F)							
297.43	Flapping (F)							
297.47	Flapping (F)							
297.50	Flapping (F)							
297.53	Flapping (F)							
297.57	Flapping (F)							
297.60	Flapping (F)							
297.63	Flapping (F)							
297.67	Flapping (F)							
297.70	Flapping (F)							
297.73	Flapping (F)							
297.77	Flapping (F)							
297.80	Flapping (F)							
297.83	Flapping (F)							
297.87	Flapping (F)							
297.90	Flapping (F)							
297.93	Flapping (F)							
297.97	Flapping (F)							
298.00	Flapping (F)							
298.03	Flapping (F)							
298.07	Flapping (F)							
298.10	Flapping (F)							
298.13	Flapping (F)							
298.17	Flapping (F)							
298.20	Flapping (F)							
298.23	Flapping (F)							
298.27	Flapping (F)							
298.30	Flapping (F)							
298.33	Flapping (F)							
298.37	Flapping (F)							
298.40	Flapping (F)							
298.43	Flapping (F)							
298.47	Flapping (F)							
298.50	Flapping (F)							
298.53	Flapping (F)							
298.57	Flapping (F)							
298.60	Flapping (F)							
298.63	Flapping (F)							
298.67	Flapping (F)							
298.70	Flapping (F)							
298.73	Flapping (F)							
298.77	Flapping (F)							
298.80	Flapping (F)							
298.83	Flapping (F)							
298.87	Flapping (F)							
298.90	Flapping (F)							
298.93	Flapping (F)							
298.97	Flapping (F)							
299.00	Flapping (F)							
299.03	Flapping (F)							
299.07	Flapping (F)							
299.10	Flapping (F)							
299.13	Flapping (F)							
299.17	Flapping (F)							
299.20	Flapping (F)							
299.23	Flapping (F)							
299.27	Flapping (F)							
299.30	Flapping (F)							
299.33	Flapping (F)							
299.37	Flapping (F)							
299.40	Flapping (F)							
299.43	Flapping (F)							
299.47	Flapping (F)							
299.50	Flapping (F)							
299.53	Flapping (F)							
299.57	Flapping (F)							
299.60	Flapping (F)							
299.63	Flapping (F)							
299.67	Flapping (F)							
299.70	Flapping (F)							
299.73	Flapping (F)							
299.77	Flapping (F)							
299.80	Flapping (F)							
299.83	Flapping (F)							
299.87	Flapping (F)							
299.90	Flapping (F)							
299.93	Flapping (F)							
299.97	Flapping (F)							
300.00	Flapping (F)							
300.03	Flapping (F)							
300.07	Flapping (F)							
300.10	Flapping (F)							
300.13	Flapping (F)							
300.17	Flapping (F)							
300.20	Flapping (F)							
300.23	Flapping (F)							
300.27	Flapping (F)							
300.30	Flapping (F)							
300.33	Flapping (F)							
300.37	Flapping (F)							
300.40	Flapping (F)							
300.43	Flapping (F)							
300.47	Flapping (F)							
300.50	Flapping (F)							
300.53	Flapping (F)							
300.57	Flapping (F)							
300.60	Flapping (F)							
300.63	Flapping (F)							
300.67	Gliding (G)							
300.70	Gliding (G)							
300.73	Gliding (G)							
300.77	Gliding (G)							
300.80	Gliding (G)							
300.83	Gliding (G)							
300.87	Gliding (G)							
300.90	Gliding (G)							
300.93	Gliding (G)							
300.97	Gliding (G)							
301.00	Gliding (G)							
301.03	Gliding (G)							
301.07	Gliding (G)							
301.10	Gliding (G)							
301.13	Gliding (G)							
301.17	Gliding (G)							
301.20	Gliding (G)							
301.23	Gliding (G)							
301.27	Gliding (G)							
301.30	Gliding (G)							
301.33	Gliding (G)							
301.37	Gliding (G)							
301.40	Gliding (G)							
301.43	Gliding (G)							
301.47	Gliding (G)							
301.50	Gliding (G)							
301.53	Gliding (G)							
301.57	Gliding (G)							
301.60	Gliding (G)							
301.63	Gliding (G)							
301.67	Gliding (G)							
301.70	Gliding (G)							
301.73	Gliding (G)							
301.77	Gliding (G)							
301.80	Gliding (G)							
301.83	Gliding (G)							
301.87	Gliding (G)							
301.90	Gliding (G)							
301.93	Gliding (G)							
301.97	Gliding (G)							
302.00	Gliding (G)							
302.03	Gliding (G)							
302.07	Gliding (G)							
302.10	Gliding (G)							
302.13	Gliding (G)							
302.17	Gliding (G)							
302.20	Gliding (G)							
302.23	Gliding (G)							
302.27	Flapping (F)							
302.30	Flapping (F)							
302.33	Flapping (F)							
302.37	Flapping (F)							
302.40	Flapping (F)							
302.43	Flapping (F)							
302.47	Flapping (F)							
302.50	Flapping (F)							
302.53	Flapping (F)							
302.57	Flapping (F)							
302.60	Flapping (F)							
302.63	Flapping (F)							
302.67	Flapping (F)							
302.70	Flapping (F)							
302.73	Flapping (F)							
302.77	Flapping (F)							
302.80	Flapping (F)							
302.83	Flapping (F)							
302.87	Flapping (F)							
302.90	Flapping (F)							
302.93	Flapping (F)							
302.97	Flapping (F)							
303.00	Flapping (F)							
303.03	Flapping (F)							
303.07	Flapping (F)							
303.10	Flapping (F)							
303.13	Flapping (F)							
303.17	Flapping (F)							
303.20	Flapping (F)							
303.23	Flapping (F)							
303.27	Flapping (F)							
303.30	Flapping (F)							
303.33	Flapping (F)							
303.37	Flapping (F)							
303.40	Flapping (F)							
303.43	Flapping (F)							
303.47	Flapping (F)							
303.50	Flapping (F)							
303.53	Flapping (F)							
303.57	Flapping (F)							
303.60	Flapping (F)							
303.63	Flapping (F)							
303.67	Flapping (F)							
303.70	Flapping (F)							
303.73	Flapping (F)							
303.77	Flapping (F)							
303.80	Flapping (F)							
303.83	Flapping (F)							
303.87	Flapping (F)							
303.90	Flapping (F)							
303.93	Flapping (F)							
303.97	Flapping (F)							
304.00	Flapping (F)							
304.03	Flapping (F)							
304.07	Flapping (F)							
304.10	Flapping (F)							
304.13	Flapping (F)							
304.17	Flapping (F)							
304.20	Flapping (F)							
304.23	Flapping (F)							
304.27	Flapping (F)							
304.30	Flapping (F)							
304.33	Flapping (F)							
304.37	Flapping (F)							
304.40	Flapping (F)							
304.43	Flapping (F)							
304.47	Flapping (F)							
304.50	Flapping (F)							
304.53	Flapping (F)							
304.57	Flapping (F)							
304.60	Flapping (F)							
304.63	Flapping (F)							
304.67	Flapping (F)							
304.70	Flapping (F)							
304.73	Flapping (F)							
304.77	Flapping (F)							
304.80	Flapping (F)							
304.83	Flapping (F)							
304.87	Flapping (F)							
304.90	Flapping (F)							
304.93	Flapping (F)							
304.97	Flapping (F)							
305.00	Flapping (F)							
305.03	Flapping (F)							
305.07	Flapping (F)							
305.10	Flapping (F)							
305.13	Flapping (F)							
305.17	Flapping (F)							
305.20	Flapping (F)							
305.23	Flapping (F)							
305.27	Flapping (F)							
305.30	Flapping (F)							
305.33	Flapping (F)							
305.37	Flapping (F)							
305.40	Flapping (F)							
305.43	Flapping (F)							
305.47	Flapping (F)							
305.50	Flapping (F)							
305.53	Flapping (F)							
305.57	Flapping (F)							
305.60	Flapping (F)							
305.63	Flapping (F)							
305.67	Flapping (F)							
305.70	Flapping (F)							
305.73	Flapping (F)							
305.77	Flapping (F)							
305.80	Flapping (F)							
305.83	Flapping (F)							
305.87	Flapping (F)							
305.90	Flapping (F)							
305.93	Flapping (F)							
305.97	Flapping (F)							
306.00	Flapping (F)							
306.03	Flapping (F)							
306.07	Flapping (F)							
306.10	Flapping (F)							
306.13	Flapping (F)							
306.17	Flapping (F)							
306.20	Flapping (F)							
306.23	Flapping (F)							
306.27	Flapping (F)							
306.30	Flapping (F)							
306.33	Flapping (F)							
306.37	Flapping (F)							
306.40	Flapping (F)							
306.43	Flapping (F)							
306.47	Flapping (F)							
306.50	Flapping (F)							
306.53	Flapping (F)							
306.57	Flapping (F)							
306.60	Flapping (F)							
306.63	Flapping (F)							
306.67	Flapping (F)							
306.70	Flapping (F)							
306.73	Flapping (F)							
306.77	Flapping (F)							
306.80	Flapping (F)							
306.83	Flapping (F)							
306.87	Flapping (F)							
306.90	Flapping (F)							
306.93	Flapping (F)							
306.97	Flapping (F)							
307.00	Flapping (F)							
307.03	Flapping (F)							
307.07	Flapping (F)							
307.10	Flapping (F)							
307.13	Flapping (F)							
307.17	Flapping (F)							
307.20	Flapping (F)							
307.23	Flapping (F)							
307.27	Flapping (F)							
307.30	Flapping (F)							
307.33	Flapping (F)							
307.37	Flapping (F)							
307.40	Flapping (F)							
307.43	Flapping (F)							
307.47	Flapping (F)							
307.50	Flapping (F)							
307.53	Flapping (F)							
307.57	Flapping (F)							
307.60	Flapping (F)							
307.63	Flapping (F)							
307.67	Flapping (F)							
307.70	Flapping (F)							
307.73	Flapping (F)							
307.77	Flapping (F)							
307.80	Flapping (F)							
307.83	Flapping (F)							
307.87	Flapping (F)							
307.90	Flapping (F)							
307.93	Flapping (F)							
307.97	Flapping (F)							
308.00	Flapping (F)							
308.03	Flapping (F)							
308.07	Flapping (F)							
308.10	Flapping (F)							
308.13	Flapping (F)							
308.17	Flapping (F)							
308.20	Flapping (F)							
308.23	Flapping (F)							
308.27	Flapping (F)							
308.30	Flapping (F)							
308.33	Flapping (F)							
308.37	Flapping (F)							
308.40	Flapping (F)							
308.43	Flapping (F)							
308.47	Flapping (F)							
308.50	Flapping (F)							
308.53	Flapping (F)							
308.57	Flapping (F)							
308.60	Flapping (F)							
308.63	Flapping (F)							
308.67	Flapping (F)							
308.70	Flapping (F)							
308.73	Flapping (F)							
308.77	Flapping (F)							
308.80	Flapping (F)							
308.83	Flapping (F)							
308.87	Flapping (F)							
308.90	Flapping (F)							
308.93	Flapping (F)							
308.97	Flapping (F)							
309.00	Flapping (F)							
309.03	Flapping (F)							
309.07	Flapping (F)							
309.10	Flapping (F)							
309.13	Flapping (F)							
309.17	Flapping (F)							
309.20	Flapping (F)							
309.23	Flapping (F)							
309.27	Flapping (F)							
309.30	Flapping (F)							
309.33	Flapping (F)							
309.37	Flapping (F)							
309.40	Flapping (F)							
309.43	Flapping (F)							
309.47	Flapping (F)							
309.50	Flapping (F)							
309.53	Flapping (F)							
309.57	Flapping (F)							
309.60	Flapping (F)							
309.63	Gliding (G)							
309.67	Gliding (G)							
309.70	Gliding (G)							
309.73	Gliding (G)							
309.77	Gliding (G)							
309.80	Gliding (G)							
309.83	Gliding (G)							
309.87	Gliding (G)							
309.90	Gliding (G)							
309.93	Gliding (G)							
309.97	Gliding (G)							
310.00	Gliding (G)							
310.03	Gliding (G)							
310.07	Gliding (G)							
310.10	Gliding (G)							
310.13	Gliding (G)							
310.17	Gliding (G)							
310.20	Gliding (G)							
310.23	Gliding (G)							
310.27	Gliding (G)							
310.30	Gliding (G)							
310.33	Gliding (G)							
310.37	Gliding (G)							
310.40	Gliding (G)							
310.43	Gliding (G)							
310.47	Gliding (G)							
310.50	Gliding (G)							
310.53	Gliding (G)							
310.57	Gliding (G)							
310.60	Gliding (G)							
310.63	Gliding (G)							
310.67	Gliding (G)							
310.70	Gliding (G)							
310.73	Gliding (G)							
310.77	Gliding (G)							
310.80	Gliding (G)							
310.83	Gliding (G)							
310.87	Gliding (G)							
310.90	Gliding (G)							
310.93	Gliding (G)							
310.97	Gliding (G)							
311.00	Gliding (G)							
311.03	Gliding (G)							
311.07	Gliding (G)							
311.10	Gliding (G)							
311.13	Gliding (G)							
311.17	Gliding (G)							
311.20	Gliding (G)							
311.23	Gliding (G)							
311.27	Gliding (G)							
311.30	Gliding (G)							
311.33	Gliding (G)							
311.37	Gliding (G)							
311.40	Gliding (G)							
311.43	Gliding (G)							
311.47	Gliding (G)							
311.50	Gliding (G)							
311.53	Gliding (G)							
311.57	Gliding (G)							
311.60	Gliding (G)							
311.63	Gliding (G)							
311.67	Gliding (G)							
311.70	Gliding (G)							
311.73	Gliding (G)							
311.77	Gliding (G)							
311.80	Gliding (G)							
311.83	Gliding (G)							
311.87	Gliding (G)							
311.90	Gliding (G)							
311.93	Gliding (G)							
311.97	Gliding (G)							
312.00	Gliding (G)							
312.03	Gliding (G)							
312.07	Gliding (G)							
312.10	Gliding (G)							
312.13	Flapping (F)							
312.17	Flapping (F)							
312.20	Flapping (F)							
312.23	Flapping (F)							
312.27	Flapping (F)							
312.30	Flapping (F)							
312.33	Flapping (F)							
312.37	Flapping (F)							
312.40	Flapping (F)							
312.43	Flapping (F)							
312.47	Flapping (F)							
312.50	Flapping (F)							
312.53	Flapping (F)							
312.57	Flapping (F)							
312.60	Flapping (F)							
312.63	Flapping (F)							
312.67	Flapping (F)							
312.70	Flapping (F)							
312.73	Flapping (F)							
312.77	Flapping (F)							
312.80	Flapping (F)							
312.83	Flapping (F)							
312.87	Flapping (F)							
312.90	Flapping (F)							
312.93	Flapping (F)							
312.97	Flapping (F)							
313.00	Flapping (F)							
313.03	Flapping (F)							
313.07	Flapping (F)							
313.10	Flapping (F)							
313.13	Flapping (F)							
313.17	Flapping (F)							
313.20	Flapping (F)							
313.23	Flapping (F)							
313.27	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.30	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.33	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.37	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.40	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.43	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.47	Flapping (F)				Conspecific (CS)	2	Following (FL)	
